Bradi2g53600	Os01t0823400-01
Bradi3g32860	Os10t0550400-01
Bradi2g57440	Os01t0891300-01
Bradi3g55580	Os11t0416900-01
Bradi3g35540	Os08t0407600-01
Bradi1g22940	Os07t0588600-01
Bradi3g05370	Os02t0252600-01
Bradi3g48120	Os02t0604300-01
Bradi2g41590	Os07t0412100-01
Bradi1g32901	Os06t0326000-01
Bradi3g36880	Os08t0441600-01
Bradi2g51830	Os05t0331200-01
Bradi4g05150	Os12t0552800-01
Bradi4g25930	Os11t0525200-01
Bradi3g49900	Os02t0640100-00
Bradi4g36500	Os09t0539000-00
Bradi2g29960	Os05t0346200-01
Bradi2g26310	Os05t0397700-01
Bradi2g09300	Os01t0257100-01
Bradi3g10600	Os06t0586150-00
Bradi3g04650	Os02t0161200-01
Bradi2g22505	Os05t0473300-01
Bradi2g40500	Os01t0536000-01
Bradi5g25667	Os04t0670700-01
Bradi4g38490	Os09t0567900-01
Bradi1g18970	Os07t0659800-01
Bradi3g36430	Os08t0429800-00
Bradi1g23630	Os07t0577400-01
Bradi2g11577	Os01t0303600-01
Bradi4g35760	Os09t0526300-00
Bradi1g61290	Os03t0375933-00
Bradi1g17140	Os07t0688700-00
Bradi1g03530	Os03t0823100-01
Bradi2g47280	Os01t0694900-01
Bradi2g61060	Os01t0953500-01
Bradi2g18767	Os05t0533900-01
Bradi4g35520	Os09t0521300-00
Bradi3g28390	Os10t0469700-01
Bradi1g66120	Os03t0281900-01
Bradi1g34525	Os06t0704700-01
Bradi5g24550	Os04t0659100-01
Bradi1g18910	Os07t0660200-01
Bradi2g10520	Os01t0276600-01
Bradi1g77300	Os10t0524500-01
Bradi3g02931	Os02t0130900-01
Bradi3g13080	Os08t0103300-01
Bradi1g29420	Os06t0730500-01
Bradi4g12806	Os02t0288000-01
Bradi4g35214	Os09t0515550-00
Bradi1g55515	Os05t0596300-00
Bradi4g01280	Os12t0621500-01
Bradi2g02456	Os01t0137700-01
Bradi3g47067	Os02t0581400-01
Bradi4g00482	Os03t0687700-01
Bradi1g71082	Os03t0201400-02
Bradi3g08150	Os06t0574200-01
Bradi4g28627	Os09t0361100-01
Bradi5g04560	Os04t0244800-01
Bradi1g36770	Os06t0601000-01
Bradi2g04297	Os01t0169900-01
Bradi2g26450	Os05t0393200-00
Bradi3g01920	Os02t0120600-01
Bradi4g42640	Os11t0149900-00
Bradi4g05327	Os11t0661400-01
Bradi2g09236	Os01t0796000-01
Bradi1g07350	Os03t0769500-01
Bradi4g11150	Os08t0553100-00
Bradi4g07700	Os12t0596000-02
Bradi3g13820	Os08t0117400-01
Bradi2g47600	Os01t0703300-01
Bradi4g32510	Os09t0465400-00
Bradi1g42310	Os06t0488600-01
Bradi1g16510	Os07t0694700-01
Bradi4g30630	Os09t0424200-01
Bradi5g14240	Os11t0195600-01
Bradi1g35588	Os06t0632500-00
Bradi3g19450	Os08t0270200-01
Bradi4g40482	Os11t0249000-01
Bradi3g31913	Os02t0147600-01
Bradi1g05756	Os09t0485201-00
Bradi4g04320	Os07t0644700-00
Bradi3g28830	Os10t0478300-01
Bradi4g35810	Os09t0530000-02
Bradi4g07854	Os12t0443700-01
Bradi4g00950	Os12t0631800-02
Bradi3g60316	Os04t0341500-02
Bradi2g04090	Os01t0166500-02
Bradi2g26950	Os05t0388600-01
Bradi3g25680	Os10t0406200-01
Bradi1g42737	Os06t0318500-00
Bradi2g52490	Os11t0454800-01
Bradi1g36690	Os02t0633700-00
Bradi4g24310	Os11t0170200-01
Bradi4g08187	Os09t0103500-01
Bradi3g11035	Os03t0840500-00
Bradi1g01280	Os03t0852000-01
Bradi2g57160	Os05t0420600-01
Bradi4g28910	Os09t0364500-01
Bradi4g04710	Os12t0561000-01
Bradi1g53370	Os12t0636400-01
Bradi2g01090	Os01t0112100-01
Bradi3g44060	Os02t0508000-01
Bradi3g58220	Os02t0761000-01
Bradi5g10590	Os04t0436000-00
Bradi4g20580	Os11t0265400-01
Bradi1g44220	Os06t0253600-00
Bradi1g33306	Os11t0517350-00
Bradi3g47350	Os02t0588600-01
Bradi1g24781	Os01t0122534-00
Bradi1g02505	Os09t0246700-01
Bradi5g27230	Os04t0689300-01
Bradi3g48647	Os02t0613400-01
Bradi3g58050	Os02t0763800-01
Bradi4g45245	Os11t0102700-01
Bradi2g53840	Os01t0827800-00
Bradi3g18077	Os04t0609700-01
Bradi3g38227	Os08t0471800-01
Bradi2g12780	Os01t0358300-01
Bradi1g63127	Os03t0336700-01
Bradi3g41030	Os08t0528500-01
Bradi1g03650	Os03t0821900-01
Bradi3g45040	Os02t0535700-01
Bradi3g05755	Os02t0177700-01
Bradi2g17550	Os05t0550300-01
Bradi3g37580	Os09t0439600-01
Bradi3g00628	Os02t0103000-01
Bradi3g05500	Os06t0664800-01
Bradi4g15740	Os04t0641000-01
Bradi4g25917	Os11t0118800-01
Bradi4g08380	Os07t0155600-01
Bradi4g02557	Os12t0603700-00
Bradi3g38110	Os08t0474600-01
Bradi3g51831	Os02t0682600-01
Bradi4g36710	Os09t0542000-01
Bradi2g39790	Os05t0105000-01
Bradi5g04838	Os01t0528000-01
Bradi4g09430	Os06t0356800-01
Bradi1g32270	Os01t0244000-00
Bradi4g01080	Os12t0163200-01
Bradi1g63310	Os03t0333300-01
Bradi1g04963	Os09t0566300-01
Bradi3g04000	Os11t0440422-00
Bradi3g39970	Os08t0508700-01
Bradi2g00390	Os01t0155800-01
Bradi1g35540	Os06t0633500-01
Bradi1g09340	Os03t0737800-01
Bradi1g20586	Os07t0627300-01
Bradi1g32792	Os05t0251500-01
Bradi4g24700	Os11t0167300-01
Bradi2g57817	Os01t0901000-01
Bradi3g09320	Os02t0247000-01
Bradi3g56450	Os02t0725200-01
Bradi4g16730	Os06t0192500-01
Bradi1g25693	Os07t0488400-01
Bradi1g66770	Os03t0271900-02
Bradi3g18920	Os08t0243900-01
Bradi1g25410	Os07t0545100-01
Bradi3g60796	Os02t0832600-02
Bradi4g24707	Os11t0167500-00
Bradi1g28600	Os07t0457300-01
Bradi3g00857	Os02t0105200-01
Bradi3g56960	Os02t0732200-01
Bradi5g19150	Os04t0578600-02
Bradi1g60237	Os03t0406200-01
Bradi3g48930	Os02t0620100-01
Bradi3g52767	Os02t0705300-01
Bradi2g21300	Os05t0494000-01
Bradi3g40820	Os08t0524200-01
Bradi2g38230	Os05t0128000-00
Bradi2g01910	Os01t0127600-01
Bradi3g02640	Os11t0546300-01
Bradi3g21740	Os08t0364500-00
Bradi4g42740	Os11t0149100-01
Bradi2g59115	Os01t0922700-01
Bradi2g00403	Os02t0289000-01
Bradi3g47453	Os05t0536800-01
Bradi3g57290	Os02t0776800-01
Bradi1g19290	Os10t0174548-00
Bradi4g42320	Os12t0152700-01
Bradi4g43800	Os12t0127200-01
Bradi4g07580	Os12t0472800-01
Bradi1g00785	Os05t0125600-01
Bradi2g46080	Os01t0667800-01
Bradi3g01660	Os02t0117900-01
Bradi3g43710	Os02t0496100-01
Bradi4g26650	Os12t0150200-01
Bradi3g14830	Os08t0144000-01
Bradi2g31550	Os05t0279400-01
Bradi1g65780	Os03t0286900-01
Bradi4g14957	Os10t0418000-01
Bradi2g30850	Os05t0332801-00
Bradi4g30540	Os09t0422500-01
Bradi3g17987	Os08t0193300-00
Bradi2g39220	Os05t0110000-01
Bradi1g30180	Os06t0717400-01
Bradi2g52030	Os01t0785700-01
Bradi3g53740	Os02t0788800-01
Bradi1g67120	Os03t0265900-01
Bradi1g14986	Os12t0575200-02
Bradi5g15767	Os04t0517300-01
Bradi4g33910	Os09t0492700-01
Bradi2g41610	Os01t0574500-01
Bradi3g21280	Os07t0196200-01
Bradi1g67910	Os03t0252900-00
Bradi4g41717	Os12t0166500-01
Bradi5g18160	Os04t0559400-01
Bradi1g14370	Os03t0626500-00
Bradi3g13690	Os11t0250000-02
Bradi1g66040	Os03t0282900-01
Bradi4g35920	Os09t0528100-01
Bradi1g20770	Os07t0626600-01
Bradi1g22280	Os07t0601100-01
Bradi4g40400	Os12t0204500-01
Bradi1g55540	Os07t0179000-02
Bradi1g44990	Os06t0233200-01
Bradi2g45250	Os01t0651100-01
Bradi4g22904	Os11t0201900-00
Bradi1g43520	Os12t0293100-01
Bradi2g51770	Os01t0780500-01
Bradi2g16627	Os05t0563050-01
Bradi1g26820	Os07t0501900-02
Bradi2g48355	Os01t0719400-01
Bradi3g16150	Os03t0577000-01
Bradi4g27920	Os09t0315800-01
Bradi1g67150	Os12t0295600-00
Bradi1g58297	Os07t0147700-01
Bradi3g48370	Os02t0608600-01
Bradi3g30430	Os10t0115600-01
Bradi5g25570	Os04t0669200-01
Bradi1g70250	Os03t0212200-01
Bradi4g20750	Os11t0261900-01
Bradi1g78370	Os03t0102400-01
Bradi5g12685	Os01t0530366-01
Bradi5g26861	Os03t0669900-00
Bradi1g39097	Os06t0538900-01
Bradi1g35585	Os06t0632700-01
Bradi3g16670	Os08t0155400-03
Bradi1g09520	Os03t0158900-00
Bradi3g15670	Os08t0174500-02
Bradi1g72762	Os03t0178400-01
Bradi2g53377	Os01t0818200-01
Bradi1g54180	Os07t0209800-01
Bradi1g28260	Os07t0471300-01
Bradi1g19570	Os07t0647100-01
Bradi2g27020	Os05t0381700-01
Bradi1g23190	Os07t0585500-01
Bradi1g50640	Os06t0116600-01
Bradi2g42240	Os01t0589300-01
Bradi1g11960	Os05t0220900-01
Bradi5g27430	Os04t0691100-01
Bradi3g17780	Os04t0613900-01
Bradi3g04550	Os02t0160000-01
Bradi1g34890	Os06t0711100-02
Bradi3g13827	Os08t0117700-01
Bradi1g66227	Os03t0280800-01
Bradi4g40340	Os04t0218100-01
Bradi4g28430	Os09t0346700-01
Bradi1g51840	Os06t0109500-01
Bradi2g48735	Os01t0727600-01
Bradi3g50310	Os01t0837900-01
Bradi2g42220	Os01t0589000-01
Bradi2g09280	Os01t0932500-01
Bradi5g17150	Os04t0541100-01
Bradi1g74900	Os03t0152000-01
Bradi4g18012	Os02t0230625-00
Bradi4g01320	Os03t0649000-01
Bradi2g51900	Os01t0783600-01
Bradi1g61330	Os03t0374575-01
Bradi3g14080	Os08t0121900-01
Bradi4g40780	Os12t0189400-01
Bradi1g16040	Os02t0255200-01
Bradi3g49850	Os02t0639500-01
Bradi5g27517	Os04t0691700-01
Bradi1g33217	Os02t0304500-00
Bradi2g18760	Os05t0534000-01
Bradi2g38760	Os04t0350000-02
Bradi2g11567	Os01t0303300-01
Bradi5g25827	Os04t0672800-01
Bradi4g27977	Os09t0321200-00
Bradi5g18407	Os04t0563801-00
Bradi3g45230	Os02t0539600-01
Bradi2g06680	Os01t0505400-01
Bradi1g21237	Os07t0620800-01
Bradi4g06280	Os12t0515600-01
Bradi2g11337	Os09t0491852-01
Bradi1g75550	Os03t0143100-00
Bradi2g12053	Os05t0540600-01
Bradi1g02560	Os03t0836300-01
Bradi1g09830	Os03t0730200-00
Bradi3g51770	Os02t0681100-01
Bradi3g15277	Os08t0372700-00
Bradi4g24640	Os11t0168000-01
Bradi1g17705	Os01t0201850-01
Bradi2g15640	Os05t0576700-01
Bradi1g47470	Os10t0156800-00
Bradi5g01770	Os04t0194433-01
Bradi4g38090	Os09t0563300-02
Bradi1g61210	Os05t0279600-01
Bradi3g55730	Os02t0820900-01
Bradi5g24065	Os04t0649600-01
Bradi1g36320	Os06t0608500-01
Bradi3g47041	Os02t0581100-01
Bradi5g23241	Os04t0636000-02
Bradi4g43650	Os11t0133800-00
Bradi4g44930	Os12t0105600-01
Bradi5g07100	Os04t0373000-00
Bradi3g07230	Os02t0198200-01
Bradi2g59660	Os01t0930800-01
Bradi4g16185	Os11t0558900-01
Bradi1g55287	Os07t0182900-02
Bradi2g38563	Os05t0133100-01
Bradi2g31720	Os05t0252000-01
Bradi2g34102	Os02t0321000-01
Bradi4g36380	Os09t0536000-01
Bradi3g50480	Os02t0654600-00
Bradi5g23130	Os04t0634700-01
Bradi3g02497	Os02t0124700-01
Bradi2g08780	Os01t0248900-01
Bradi1g77320	Os10t0524100-01
Bradi3g05670	Os02t0176100-02
Bradi4g37390	Os09t0553750-00
Bradi5g23656	Os11t0187150-00
Bradi4g04400	Os12t0566200-01
Bradi4g03350	Os12t0582700-01
Bradi1g48110	Os06t0171700-01
Bradi1g43787	Os06t0269300-01
Bradi1g43960	Os06t0264700-01
Bradi3g20560	Os12t0533600-01
Bradi1g20840	Os07t0616000-01
Bradi2g11676	Os01t0305900-01
Bradi2g61717	Os01t0965500-01
Bradi2g50980	Os01t0879400-01
Bradi2g24020	Os05t0440250-01
Bradi1g36380	Os06t0608000-01
Bradi1g16060	Os03t0449200-00
Bradi1g69890	Os03t0215400-01
Bradi2g57250	Os01t0886900-00
Bradi3g13275	Os12t0283400-01
Bradi5g02330	Os04t0103300-01
Bradi1g76800	Os03t0126000-01
Bradi2g26830	Os05t0386400-00
Bradi4g15700	Os11t0573200-01
Bradi3g56617	Os02t0721800-01
Bradi2g62760	Os01t0977600-02
Bradi3g05697	Os02t0176700-00
Bradi1g01600	Os03t0851000-01
Bradi1g17590	Os07t0681500-01
Bradi3g10640	Os02t0291400-00
Bradi5g21757	Os04t0615100-01
Bradi1g17280	Os07t0686700-01
Bradi4g00490	Os12t0638900-01
Bradi3g08721	Os04t0591900-00
Bradi2g60607	Os01t0946100-02
Bradi2g47037	Os01t0690200-00
Bradi2g26467	Os05t0393100-01
Bradi3g29970	Os10t0498200-01
Bradi1g72320	Os03t0184550-01
Bradi5g07810	Os08t0518300-00
Bradi2g30580	Os05t0323900-01
Bradi2g55180	Os10t0387000-01
Bradi1g03510	Os03t0823400-01
Bradi1g28416	Os07t0464600-01
Bradi4g32820	Os09t0471500-01
Bradi3g34900	Os08t0384100-01
Bradi1g58390	Os07t0150500-01
Bradi3g12680	Os08t0565200-01
Bradi5g09170	Os02t0528200-01
Bradi4g41420	Os10t0394200-01
Bradi2g19280	Os06t0675700-01
Bradi3g53460	Os06t0319700-01
Bradi1g44670	Os06t0239300-00
Bradi4g30380	Os09t0418000-01
Bradi4g33100	Os09t0478400-01
Bradi1g33300	Os06t0687600-00
Bradi4g09504	Os11t0704000-00
Bradi4g19930	Os11t0427700-01
Bradi3g07800	Os07t0122900-01
Bradi5g23420	Os08t0171800-01
Bradi3g29341	Os10t0486300-00
Bradi2g15851	Os01t0656300-00
Bradi4g28940	Os02t0140300-01
Bradi1g75160	Os03t0148400-01
Bradi2g41550	Os01t0572300-01
Bradi4g31290	Os09t0439800-01
Bradi2g54810	Os01t0846300-01
Bradi3g46640	Os02t0573500-01
Bradi1g75280	Os03t0146300-01
Bradi1g77880	Os03t0110300-02
Bradi3g34141	Os10t0574400-01
Bradi4g21436	Os04t0455401-02
Bradi1g27000	Os07t0496200-01
Bradi2g53550	Os01t0822200-01
Bradi3g43080	Os08t0561900-01
Bradi4g13975	Os12t0281600-02
Bradi3g43516	Os11t0636050-00
Bradi4g43357	Os12t0141050-00
Bradi3g31110	Os10t0518800-01
Bradi4g15440	Os11t0578100-00
Bradi1g49460	Os06t0125300-01
Bradi4g16857	Os11t0544200-02
Bradi1g07990	Os03t0758700-01
Bradi3g00670	Os02t0288000-01
Bradi2g37610	Os05t0120300-01
Bradi3g40880	Os08t0525500-01
Bradi5g25520	Os05t0369300-01
Bradi4g14247	Os11t0600700-01
Bradi1g66440	Os03t0278000-01
Bradi1g60120	Os03t0409500-00
Bradi1g30060	Os05t0122900-01
Bradi2g60441	Os01t0944700-01
Bradi4g39390	Os10t0344500-00
Bradi5g24060	Os04t0649700-01
Bradi3g34020	Os12t0264500-01
Bradi3g04560	Os02t0160200-01
Bradi2g10960	Os01t0281600-01
Bradi2g16900	Os05t0559000-01
Bradi1g78550	Os10t0556700-01
Bradi1g29097	Os12t0288000-02
Bradi1g69530	Os03t0223400-01
Bradi3g56180	Os02t0729700-01
Bradi2g11931	Os12t0467300-01
Bradi3g57400	Os02t0775300-01
Bradi1g63350	Os03t0332900-01
Bradi1g78240	Os03t0103100-01
Bradi1g22556	Os05t0320100-01
Bradi4g09136	Os01t0525350-00
Bradi2g49920	Os01t0750400-00
Bradi2g41078	Os03t0664300-00
Bradi5g18660	Os04t0570500-01
Bradi1g63510	Os03t0330200-00
Bradi3g37920	Os09t0450600-00
Bradi1g03880	Os03t0818800-01
Bradi2g13820	Os01t0513100-01
Bradi4g19540	Os11t0448400-01
Bradi1g30050	Os06t0725300-01
Bradi2g40400	Os01t0531500-01
Bradi3g22720	Os10t0181200-01
Bradi1g16780	Os07t0691100-01
Bradi1g45180	Os06t0228600-01
Bradi2g24737	Os01t0880200-01
Bradi2g20580	Os05t0502800-01
Bradi4g14097	Os05t0256000-01
Bradi4g30610	Os09t0423700-01
Bradi2g56880	Os01t0895100-01
Bradi1g31290	Os06t0654600-00
Bradi2g53250	Os01t0816000-00
Bradi2g45520	Os01t0657100-01
Bradi3g38090	Os08t0474866-00
Bradi4g10426	Os02t0212900-00
Bradi1g66890	Os03t0269900-01
Bradi1g03040	Os03t0831000-00
Bradi2g22090	Os05t0481500-01
Bradi3g20597	Os09t0344500-01
Bradi1g24500	Os07t0565600-01
Bradi3g27160	Os11t0599000-00
Bradi4g06740	Os12t0503000-01
Bradi1g44510	Os06t0246000-01
Bradi2g05640	Os01t0190000-01
Bradi3g37397	Os08t0451400-01
Bradi2g06650	Os01t0209400-01
Bradi5g02912	Os04t0201200-01
Bradi5g20570	Os04t0600400-01
Bradi1g53660	Os07t0233300-01
Bradi1g57180	Os07t0158400-00
Bradi1g56150	Os07t0170100-01
Bradi5g24685	Os09t0290900-01
Bradi3g21230	Os10t0124000-01
Bradi2g07497	Os01t0226200-00
Bradi2g42360	Os01t0591000-01
Bradi2g20790	Os05t0500400-01
Bradi1g03360	Os02t0156000-00
Bradi4g33160	Os08t0493800-01
Bradi2g60470	Os04t0105900-00
Bradi1g43300	Os06t0293500-01
Bradi4g32634	Os09t0468300-00
Bradi2g55390	Os01t0857000-01
Bradi5g22220	Os04t0623300-01
Bradi1g71260	Os03t0198900-01
Bradi1g61850	Os03t0360200-00
Bradi1g10017	Os03t0727800-01
Bradi1g71310	Os03t0198300-02
Bradi2g61820	Os01t0966500-02
Bradi1g15495	Os07t0277000-00
Bradi1g49032	Os06t0155750-00
Bradi4g28250	Os05t0428600-01
Bradi2g45006	Os01t0643800-01
Bradi1g56730	Os07t0164200-02
Bradi2g55886	Os01t0864200-01
Bradi4g23280	Os11t0197500-01
Bradi1g75290	Os03t0146100-01
Bradi1g05260	Os03t0799500-01
Bradi1g33680	Os06t0694300-00
Bradi2g27640	Os07t0685900-01
Bradi5g09010	Os12t0417300-00
Bradi1g24080	Os07t0571600-00
Bradi5g21180	Os06t0216100-00
Bradi4g39927	Os11t0431700-01
Bradi5g02340	Os04t0103200-01
Bradi3g38010	Os08t0476400-01
Bradi2g26330	Os06t0472400-01
Bradi3g02195	Os12t0550600-01
Bradi5g27110	Os04t0687900-01
Bradi5g26600	Os04t0685400-01
Bradi4g08240	Os09t0109600-01
Bradi2g16440	Os05t0564800-01
Bradi4g03390	Os12t0583300-01
Bradi1g08627	Os03t0748600-01
Bradi1g46387	Os06t0205600-00
Bradi3g50520	Os02t0655300-01
Bradi2g16930	Os05t0558000-01
Bradi2g31230	Os05t0315200-01
Bradi2g49627	Os01t0746200-01
Bradi2g20150	Os05t0511000-01
Bradi1g69250	Os03t0232800-01
Bradi2g22897	Os01t0834500-01
Bradi2g38030	Os05t0125000-01
Bradi1g50710	Os07t0526400-01
Bradi1g33630	Os07t0298900-01
Bradi2g08170	Os01t0236400-01
Bradi1g24800	Os07t0560700-02
Bradi3g55060	Os02t0813800-01
Bradi5g18870	Os04t0572800-00
Bradi1g50745	Os04t0218350-01
Bradi1g63020	Os03t0337900-01
Bradi4g17900	Os11t0522900-01
Bradi3g37840	Os05t0160800-01
Bradi3g45993	Os02t0558600-01
Bradi2g55520	Os01t0858700-01
Bradi2g24450	Os05t0428700-01
Bradi1g01760	Os03t0849900-01
Bradi5g26776	Os09t0497000-01
Bradi3g31610	Os10t0524000-01
Bradi5g25153	Os04t0663800-01
Bradi1g76130	Os03t0134300-01
Bradi4g38910	Os04t0289500-00
Bradi3g53837	Os02t0791700-00
Bradi1g66350	Os03t0279400-02
Bradi5g00720	Os04t0295000-01
Bradi3g53980	Os07t0414000-01
Bradi2g08287	Os01t0239000-02
Bradi2g23440	Os05t0457000-01
Bradi1g35660	Os06t0625500-01
Bradi3g18600	Os08t0237000-01
Bradi1g20715	Os07t0626200-01
Bradi4g14050	Os05t0255600-01
Bradi1g48432	Os07t0132500-01
Bradi1g42650	Os06t0326700-01
Bradi1g01700	Os03t0848200-01
Bradi4g43517	Os11t0137300-01
Bradi3g30590	Os10t0512400-01
Bradi2g51790	Os01t0780800-01
Bradi3g50330	Os02t0651300-01
Bradi3g10166	Os02t0273900-01
Bradi3g35280	Os08t0402100-01
Bradi2g00710	Os01t0108000-01
Bradi2g09810	Os05t0141700-01
Bradi1g76080	Os03t0135100-01
Bradi1g03090	Os03t0830500-01
Bradi5g11860	Os04t0450200-01
Bradi1g21647	Os07t0611600-01
Bradi2g57880	Os01t0901800-02
Bradi4g24147	Os11t0176300-01
Bradi1g72530	Os08t0144400-01
Bradi3g44780	Os01t0586450-00
Bradi3g33890	Os10t0569000-00
Bradi1g30360	Os06t0639500-01
Bradi1g51357	Os02t0489400-01
Bradi1g53640	Os07t0236800-01
Bradi2g51467	Os01t0773600-01
Bradi3g52102	Os04t0589500-01
Bradi3g38000	Os08t0476600-00
Bradi3g52800	Os02t0705600-03
Bradi2g04670	Os01t0175100-01
Bradi4g27370	Os09t0287300-01
Bradi3g18781	Os07t0645900-00
Bradi5g08560	Os04t0402300-00
Bradi1g75740	Os03t0140100-01
Bradi3g16550	Os08t0157100-01
Bradi1g07840	Os03t0761500-01
Bradi2g36862	Os05t0137400-01
Bradi1g37586	Os03t0822100-01
Bradi2g23690	Os05t0451100-01
Bradi3g38020	Os08t0476300-02
Bradi3g33870	Os10t0568300-01
Bradi1g63480	Os03t0331700-02
Bradi4g11550	Os11t0645200-01
Bradi3g28000	Os05t0324600-01
Bradi2g19600	Os05t0519000-00
Bradi1g54390	Os07t0204900-01
Bradi1g60840	Os03t0388100-01
Bradi3g41510	Os08t0536800-01
Bradi1g35840	Os06t0620600-01
Bradi3g02910	Os02t0131100-01
Bradi1g70080	Os03t0213300-01
Bradi1g62246	Os11t0231400-01
Bradi3g27278	Os10t0356000-00
Bradi1g32757	Os03t0432900-01
Bradi1g22800	Os03t0209000-01
Bradi1g70280	Os03t0211900-02
Bradi1g73235	Os07t0633300-00
Bradi1g60170	Os03t0407900-01
Bradi2g01600	Os01t0121600-01
Bradi2g09030	Os01t0253600-01
Bradi2g25850	Os05t0402900-01
Bradi3g59870	Os02t0736600-01
Bradi4g23270	Os11t0197600-01
Bradi3g21500	Os01t0733600-01
Bradi2g55126	Os01t0852000-01
Bradi3g43050	Os04t0492300-01
Bradi2g60640	Os01t0948100-01
Bradi3g48820	Os02t0617300-01
Bradi1g74400	Os03t0161500-01
Bradi3g04580	Os02t0160400-01
Bradi2g05234	Os01t0182700-01
Bradi3g19910	Os08t0290100-01
Bradi1g55940	Os06t0536100-00
Bradi1g05467	Os03t0797000-01
Bradi3g60890	Os07t0624900-00
Bradi1g71090	Os03t0201200-01
Bradi3g52330	Os02t0697200-01
Bradi3g01640	Os02t0117700-01
Bradi2g09620	Os01t0262600-01
Bradi5g09327	Os04t0412300-02
Bradi2g60427	Os10t0124400-00
Bradi4g09869	Os11t0256300-01
Bradi3g54880	Os11t0293300-01
Bradi2g40537	Os01t0541800-01
Bradi3g35630	Os08t0411200-01
Bradi1g44860	Os06t0236900-01
Bradi1g51780	Os06t0110000-01
Bradi1g52240	Os06t0105300-01
Bradi5g18880	Os04t0573000-01
Bradi2g47700	Os01t0705200-01
Bradi2g09000	Os01t0232400-01
Bradi1g32445	Os06t0672400-01
Bradi2g19748	Os05t0516600-01
Bradi3g26750	Os04t0110500-02
Bradi1g01555	Os08t0246351-00
Bradi1g71890	Os03t0189400-01
Bradi4g38147	Os07t0134400-01
Bradi2g55530	Os01t0858900-01
Bradi4g33040	Os09t0476800-01
Bradi3g19330	Os08t0266600-01
Bradi5g07760	Os08t0391700-00
Bradi1g57271	Os11t0653300-01
Bradi2g53000	Os01t0811400-01
Bradi2g12727	Os01t0356400-01
Bradi1g44480	Os06t0246500-01
Bradi1g51140	Os06t0143000-01
Bradi2g01195	Os10t0136200-01
Bradi4g08167	Os09t0103700-01
Bradi4g20210	Os11t0293900-01
Bradi2g52362	Os01t0796700-01
Bradi4g13250	Os05t0124600-01
Bradi1g68367	Os11t0282700-01
Bradi5g01490	Os01t0512700-00
Bradi1g69720	Os03t0218300-01
Bradi4g42890	Os11t0147800-01
Bradi2g39137	Os04t0640300-01
Bradi2g58390	Os01t0911700-01
Bradi5g25100	Os04t0663200-01
Bradi3g33047	Os10t0554300-00
Bradi3g59650	Os07t0162300-01
Bradi1g27377	Os07t0486000-01
Bradi1g55317	Os02t0459300-00
Bradi2g42523	Os01t0594900-01
Bradi3g36110	Os08t0421900-01
Bradi3g09750	Os02t0260200-01
Bradi4g42030	Os12t0159000-01
Bradi3g43822	Os02t0499000-01
Bradi4g28305	Os09t0338200-00
Bradi2g36660	Os05t0141400-01
Bradi2g27847	Os05t0363500-01
Bradi1g33827	Os06t0696600-01
Bradi1g33110	Os07t0466300-01
Bradi1g51410	Os06t0138100-01
Bradi2g06760	Os01t0210800-01
Bradi5g17120	Os04t0540900-01
Bradi4g38780	Os08t0560000-01
Bradi5g24410	Os04t0653000-01
Bradi1g07500	Os03t0766600-01
Bradi4g34230	Os09t0498800-01
Bradi0013s00100	Os11t0674400-00
Bradi2g05070	Os01t0179800-01
Bradi3g06027	Os04t0129300-01
Bradi2g57640	Os01t0897600-01
Bradi3g34280	Os10t0576900-01
Bradi5g17670	Os04t0550700-01
Bradi1g04980	Os03t0803800-01
Bradi2g49220	Os01t0738000-01
Bradi3g43720	Os02t0496500-01
Bradi4g43870	Os11t0129800-01
Bradi3g06090	Os05t0535500-01
Bradi4g06000	Os12t0599900-01
Bradi2g10278	Os01t0271400-00
Bradi5g20734	Os04t0604800-00
Bradi1g24490	Os07t0565700-01
Bradi3g37910	Os08t0467400-01
Bradi1g24940	Os07t0557500-01
Bradi5g19910	Os04t0590100-00
Bradi1g51350	Os06t0138600-01
Bradi3g50080	Os02t0643800-01
Bradi5g14980	Os04t0504800-01
Bradi2g50035	Os01t0752500-01
Bradi5g23890	Os04t0645100-01
Bradi2g57887	Os01t0901900-01
Bradi1g63010	Os03t0337800-01
Bradi4g06170	Os04t0370600-01
Bradi5g02186	Os07t0115700-00
Bradi4g42580	Os06t0182500-01
Bradi1g46030	Os06t0211700-00
Bradi5g22440	Os03t0369100-01
Bradi3g40800	Os08t0524100-01
Bradi3g32210	Os10t0539900-01
Bradi4g14237	Os01t0127900-01
Bradi1g73710	Os03t0169600-01
Bradi1g65467	Os03t0293100-01
Bradi1g69670	Os03t0219300-01
Bradi1g37590	Os06t0568000-01
Bradi3g26400	Os10t0412000-01
Bradi1g60930	Os06t0718300-00
Bradi1g08270	Os03t0755600-00
Bradi5g18377	Os04t0563000-01
Bradi3g41320	Os08t0532400-01
Bradi2g38810	Os12t0559400-01
Bradi1g48140	Os06t0170500-01
Bradi3g56470	Os09t0551300-02
Bradi2g36828	Os05t0113300-01
Bradi3g47560	Os02t0593400-01
Bradi3g04947	Os02t0165500-01
Bradi2g53780	Os01t0826900-01
Bradi2g59570	Os01t0929500-01
Bradi1g60270	Os03t0405100-01
Bradi1g37175	Os06t0590301-01
Bradi3g22050	Os08t0357000-02
Bradi3g29690	Os10t0490666-00
